0.000,0.0000
0.020,0.9511
0.030,0.9511
0.040,0.5878
0.050,0.0000
0.060,-0.5878
0.070,-0.9511
0.080,-0.9511
0.090,-0.5878
0.100,0.0000
0.110,0.5878
0.120,0.9511
0.130,0.9511
0.140,0.5878
0.150,0.0000
0.160,-0.5878
0.170,-0.9511
0.180,-0.9511
0.190,-0.5878
0.200,0.0000
0.210,0.5878
0.220,0.9511
0.230,0.9511
0.240,0.5878
0.250,0.0000
0.260,-0.5878
0.270,-0.9511
0.280,-0.9511
0.290,-0.5878
0.300,0.0000
0.310,0.5878
0.320,0.9511
0.330,0.9511
0.340,0.5878
0.350,0.0000
0.360,-0.5878
0.370,-0.9511
0.380,-0.9511
0.390,-0.5878
0.400,0.0000
0.410,0.5878
0.420,0.9511
0.430,0.9511
0.440,0.5878
0.450,0.0000
0.460,-0.5878
0.470,-0.9511
0.480,-0.9511
0.490,-0.5878
0.500,0.0000
0.510,0.5878
0.520,0.9511
0.530,0.9511
0.540,0.5878
0.550,0.0000
0.560,-0.5878
0.570,-0.9511
0.580,-0.9511
0.590,-0.5878
0.600,0.0000
0.610,0.5878
0.620,0.9511
0.630,0.9511
0.640,0.5878
0.650,0.0000
0.660,-0.5878
0.670,-0.9511
0.680,-0.9511
0.690,-0.5878
0.700,0.0000
0.710,0.5878
0.720,0.9511
0.730,0.9511
0.740,0.5878
0.750,0.0000
0.760,-0.5878
0.770,-0.9511
0.780,-0.9511
0.790,-0.5878
0.800,0.0000
0.810,0.5878
0.820,0.9511
0.830,0.9511
0.840,0.5878
0.850,0.0000
0.860,-0.5878
0.870,-0.9511
0.880,-0.9511
0.890,-0.5878
0.900,0.0000
0.910,0.5878
0.920,0.9511
0.930,0.9511
0.940,0.5878
0.950,0.0000
0.960,-0.5878
0.970,-0.9511
0.980,-0.9511
0.990,-0.5878
1.000,0.0000
1.010,0.5878
1.020,0.9511
1.030,0.9511
1.040,0.5878
1.050,0.0000
1.060,-0.5878
1.070,-0.9511
1.080,-0.9511
1.090,-0.5878
1.100,0.0000
1.110,0.5878
1.120,0.9511
1.130,0.9511
1.140,0.5878
1.150,0.0000
1.160,-0.5878
1.170,-0.9511
1.180,-0.9511
1.190,-0.5878
1.200,0.0000
1.210,0.5878
1.220,0.9511
1.230,0.9511
1.240,0.5878
1.250,0.0000
1.260,-0.5878
1.270,-0.9511
1.280,-0.9511
1.290,-0.5878
1.300,0.0000
1.310,0.5878
1.320,0.9511
1.330,0.9511
1.340,0.5878
1.350,0.0000
1.360,-0.5878
1.370,-0.9511
1.380,-0.9511
1.390,-0.5878
1.400,0.0000
1.410,0.5878
1.420,0.9511
1.430,0.9511
1.440,0.5878
1.450,0.0000
1.460,-0.5878
1.470,-0.9511
1.480,-0.9511
1.490,-0.5878
1.500,0.0000
1.510,0.5878
1.520,0.9511
1.530,0.9511
1.540,0.5878
1.550,0.0000
1.560,-0.5878
1.570,-0.9511
1.580,-0.9511
1.590,-0.5878
1.600,0.0000
1.610,0.5878
1.620,0.9511
1.630,0.9511
1.640,0.5878
1.650,0.0000
1.660,-0.5878
1.670,-0.9511
1.680,-0.9511
1.690,-0.5878
1.700,0.0000
1.710,0.5878
1.720,0.9511
1.730,0.9511
1.740,0.5878
1.750,0.0000
1.760,-0.5878
1.770,-0.9511
1.780,-0.9511
1.790,-0.5878
1.800,0.0000
1.810,0.5878
1.820,0.9511
1.830,0.9511
1.840,0.5878
1.850,0.0000
1.860,-0.5878
1.870,-0.9511
1.880,-0.9511
1.890,-0.5878
1.900,0.0000
1.910,0.5878
1.920,0.9511
1.930,0.9511
1.940,0.5878
1.950,0.0000
1.960,-0.5878
1.970,-0.9511
1.980,-0.9511
1.990,-0.5878
2.000,0.0000
2.010,0.5878
2.020,0.9511
2.030,0.9511
2.040,0.5878
2.050,0.0000
2.060,-0.5878
2.070,-0.9511
2.080,-0.9511
2.090,-0.5878
2.100,0.0000
2.110,0.5878
2.120,0.9511
2.130,0.9511
2.140,0.5878
2.150,0.0000
2.160,-0.5878
2.170,-0.9511
2.180,-0.9511
2.190,-0.5878
2.200,0.0000
2.210,0.5878
2.220,0.9511
2.230,0.9511
2.240,0.5878
2.250,0.0000
2.260,-0.5878
2.270,-0.9511
2.280,-0.9511
2.290,-0.5878
2.300,0.0000
2.310,0.5878
2.320,0.9511
2.330,0.9511
2.340,0.5878
2.350,0.0000
2.360,-0.5878
2.370,-0.9511
2.380,-0.9511
2.390,-0.5878
2.400,0.0000
2.410,0.5878
2.420,0.9511
2.430,0.9511
2.440,0.5878
2.450,0.0000
2.460,-0.5878
2.470,-0.9511
2.480,-0.9511
2.490,-0.5878
2.500,0.0000
2.510,0.5878
2.520,0.9511
2.530,0.9511
2.540,0.5878
2.550,0.0000
2.560,-0.5878
