0.000,0.0000
0.020,0.6506
0.030,0.9031
0.040,1.0764
0.050,1.1564
0.060,1.1384
0.070,1.0272
0.080,0.8365
0.090,0.5880
0.100,0.3090
0.110,0.0297
0.120,-0.2197
0.130,-0.4119
0.140,-0.5253
0.150,-0.5460
0.160,-0.4693
0.170,-0.3000
0.180,-0.0520
0.190,0.2531
0.200,0.5878
0.210,0.9219
0.220,1.2252
0.230,1.4703
0.240,1.6356
0.250,1.7071
0.260,1.6800
0.270,1.5591
0.280,1.3583
0.290,1.0992
0.300,0.8090
0.310,0.5181
0.320,0.2565
0.330,0.0517
0.340,-0.0747
0.350,-0.1090
0.360,-0.0462
0.370,0.1087
0.380,0.3420
0.390,0.6319
0.400,0.9511
0.410,1.2693
0.420,1.5564
0.430,1.7849
0.440,1.9333
0.450,1.9877
0.460,1.9432
0.470,1.8046
0.480,1.5858
0.490,1.3085
0.500,1.0000
0.510,0.6905
0.520,0.4102
0.530,0.1865
0.540,0.0411
0.550,-0.0123
0.560,0.0312
0.570,0.1669
0.580,0.3808
0.590,0.6513
0.600,0.9511
0.610,1.2499
0.620,1.5176
0.630,1.7268
0.640,1.8559
0.650,1.8910
0.660,1.8274
0.670,1.6698
0.680,1.4321
0.690,1.1361
0.700,0.8090
0.710,0.4811
0.720,0.1827
0.730,-0.0589
0.740,-0.2221
0.750,-0.2929
0.760,-0.2665
0.770,-0.1477
0.780,0.0496
0.790,0.3039
0.800,0.5878
0.810,0.8711
0.820,1.1236
0.830,1.3181
0.840,1.4328
0.850,1.4540
0.860,1.3768
0.870,1.2062
0.880,0.9559
0.890,0.6478
0.900,0.3090
0.910,-0.0300
0.920,-0.3391
0.930,-0.5909
0.940,-0.7637
0.950,-0.8436
0.960,-0.8257
0.970,-0.7149
0.980,-0.5250
0.990,-0.2776
1.000,0.0000
1.010,0.2776
1.020,0.5250
1.030,0.7149
1.040,0.8257
1.050,0.8436
1.060,0.7637
1.070,0.5909
1.080,0.3391
1.090,0.0300
1.100,-0.3090
1.110,-0.6478
1.120,-0.9559
1.130,-1.2062
1.140,-1.3768
1.150,-1.4540
1.160,-1.4328
1.170,-1.3181
1.180,-1.1236
1.190,-0.8711
1.200,-0.5878
1.210,-0.3039
1.220,-0.0496
1.230,0.1477
1.240,0.2665
1.250,0.2929
1.260,0.2221
1.270,0.0589
1.280,-0.1827
1.290,-0.4811
1.300,-0.8090
1.310,-1.1361
1.320,-1.4321
1.330,-1.6698
1.340,-1.8274
1.350,-1.8910
1.360,-1.8559
1.370,-1.7268
1.380,-1.5176
1.390,-1.2499
1.400,-0.9511
1.410,-0.6513
1.420,-0.3808
1.430,-0.1669
1.440,-0.0312
1.450,0.0123
1.460,-0.0411
1.470,-0.1865
1.480,-0.4102
1.490,-0.6905
1.500,-1.0000
1.510,-1.3085
1.520,-1.5858
1.530,-1.8046
1.540,-1.9432
1.550,-1.9877
1.560,-1.9333
1.570,-1.7849
1.580,-1.5564
1.590,-1.2693
1.600,-0.9511
1.610,-0.6319
1.620,-0.3420
1.630,-0.1087
1.640,0.0462
1.650,0.1090
1.660,0.0747
1.670,-0.0517
1.680,-0.2565
1.690,-0.5181
1.700,-0.8090
1.710,-1.0992
1.720,-1.3583
1.730,-1.5591
1.740,-1.6800
1.750,-1.7071
1.760,-1.6356
1.770,-1.4703
1.780,-1.2252
1.790,-0.9219
1.800,-0.5878
1.810,-0.2531
1.820,0.0520
1.830,0.3000
1.840,0.4693
1.850,0.5460
1.860,0.5253
1.870,0.4119
1.880,0.2197
1.890,-0.0297
1.900,-0.3090
1.910,-0.5880
1.920,-0.8365
1.930,-1.0272
1.940,-1.1384
1.950,-1.1564
1.960,-1.0764
1.970,-0.9031
1.980,-0.6506
1.990,-0.3404
2.000,0.0000
2.010,0.3404
2.020,0.6506
2.030,0.9031
2.040,1.0764
2.050,1.1564
2.060,1.1384
2.070,1.0272
2.080,0.8365
2.090,0.5880
2.100,0.3090
2.110,0.0297
2.120,-0.2197
2.130,-0.4119
2.140,-0.5253
2.150,-0.5460
2.160,-0.4693
2.170,-0.3000
2.180,-0.0520
2.190,0.2531
2.200,0.5878
2.210,0.9219
2.220,1.2252
2.230,1.4703
2.240,1.6356
2.250,1.7071
2.260,1.6800
2.270,1.5591
2.280,1.3583
2.290,1.0992
2.300,0.8090
2.310,0.5181
2.320,0.2565
2.330,0.0517
2.340,-0.0747
2.350,-0.1090
2.360,-0.0462
2.370,0.1087
2.380,0.3420
2.390,0.6319
2.400,0.9511
2.410,1.2693
2.420,1.5564
2.430,1.7849
2.440,1.9333
2.450,1.9877
2.460,1.9432
2.470,1.8046
2.480,1.5858
2.490,1.3085
2.500,1.0000
2.510,0.6905
2.520,0.4102
2.530,0.1865
2.540,0.0411
2.550,-0.0123
2.560,0.0312
