0.000,0.0000
0.020,0.7053
0.030,0.9708
0.040,1.1413
0.050,1.2000
0.060,1.1413
0.070,0.9708
0.080,0.7053
0.090,0.3708
0.100,0.0000
0.110,-0.3708
0.120,-0.7053
0.130,-0.9708
0.140,-1.1413
0.150,-1.2000
0.160,-1.1413
0.170,-0.9708
0.180,-0.7053
0.190,-0.3708
0.200,0.0000
0.210,0.3708
0.220,0.7053
0.230,0.9708
0.240,1.1413
0.250,1.2000
0.260,1.1413
0.270,0.9708
0.280,0.7053
0.290,0.3708
0.300,0.0000
0.310,-0.3708
0.320,-0.7053
0.330,-0.9708
0.340,-1.1413
0.350,-1.2000
0.360,-1.1413
0.370,-0.9708
0.380,-0.7053
0.390,-0.3708
0.400,0.0000
0.410,0.3708
0.420,0.7053
0.430,0.9708
0.440,1.1413
0.450,1.2000
0.460,1.1413
0.470,0.9708
0.480,0.7053
0.490,0.3708
0.500,0.0000
0.510,-0.3708
0.520,-0.7053
0.530,-0.9708
0.540,-1.1413
0.550,-1.2000
0.560,-1.1413
0.570,-0.9708
0.580,-0.7053
0.590,-0.3708
0.600,0.0000
0.610,0.3708
0.620,0.7053
0.630,0.9708
0.640,1.1413
0.650,1.2000
0.660,1.1413
0.670,0.9708
0.680,0.7053
0.690,0.3708
0.700,0.0000
0.710,-0.3708
0.720,-0.7053
0.730,-0.9708
0.740,-1.1413
0.750,-1.2000
0.760,-1.1413
0.770,-0.9708
0.780,-0.7053
0.790,-0.3708
0.800,0.0000
0.810,0.3708
0.820,0.7053
0.830,0.9708
0.840,1.1413
0.850,1.2000
0.860,1.1413
0.870,0.9708
0.880,0.7053
0.890,0.3708
0.900,0.0000
0.910,-0.3708
0.920,-0.7053
0.930,-0.9708
0.940,-1.1413
0.950,-1.2000
0.960,-1.1413
0.970,-0.9708
0.980,-0.7053
0.990,-0.3708
1.000,0.0000
1.010,0.3708
1.020,0.7053
1.030,0.9708
1.040,1.1413
1.050,1.2000
1.060,1.1413
1.070,0.9708
1.080,0.7053
1.090,0.3708
1.100,0.0000
1.110,-0.3708
1.120,-0.7053
1.130,-0.9708
1.140,-1.1413
1.150,-1.2000
1.160,-1.1413
1.170,-0.9708
1.180,-0.7053
1.190,-0.3708
1.200,0.0000
1.210,0.3708
1.220,0.7053
1.230,0.9708
1.240,1.1413
1.250,1.2000
1.260,1.1413
1.270,0.9708
1.280,0.7053
1.290,0.3708
1.300,0.0000
1.310,-0.3708
1.320,-0.7053
1.330,-0.9708
1.340,-1.1413
1.350,-1.2000
1.360,-1.1413
1.370,-0.9708
1.380,-0.7053
1.390,-0.3708
1.400,0.0000
1.410,0.3708
1.420,0.7053
1.430,0.9708
1.440,1.1413
1.450,1.2000
1.460,1.1413
1.470,0.9708
1.480,0.7053
1.490,0.3708
1.500,0.0000
1.510,-0.3708
1.520,-0.7053
1.530,-0.9708
1.540,-1.1413
1.550,-1.2000
1.560,-1.1413
1.570,-0.9708
1.580,-0.7053
1.590,-0.3708
1.600,0.0000
1.610,0.3708
1.620,0.7053
1.630,0.9708
1.640,1.1413
1.650,1.2000
1.660,1.1413
1.670,0.9708
1.680,0.7053
1.690,0.3708
1.700,0.0000
1.710,-0.3708
1.720,-0.7053
1.730,-0.9708
1.740,-1.1413
1.750,-1.2000
1.760,-1.1413
1.770,-0.9708
1.780,-0.7053
1.790,-0.3708
1.800,0.0000
1.810,0.3708
1.820,0.7053
1.830,0.9708
1.840,1.1413
1.850,1.2000
1.860,1.1413
1.870,0.9708
1.880,0.7053
1.890,0.3708
1.900,0.0000
1.910,-0.3708
1.920,-0.7053
1.930,-0.9708
1.940,-1.1413
1.950,-1.2000
1.960,-1.1413
1.970,-0.9708
1.980,-0.7053
1.990,-0.3708
2.000,0.0000
2.010,0.3708
2.020,0.7053
2.030,0.9708
2.040,1.1413
2.050,1.2000
2.060,1.1413
2.070,0.9708
2.080,0.7053
2.090,0.3708
2.100,0.0000
2.110,-0.3708
2.120,-0.7053
2.130,-0.9708
2.140,-1.1413
2.150,-1.2000
2.160,-1.1413
2.170,-0.9708
2.180,-0.7053
2.190,-0.3708
2.200,0.0000
2.210,0.3708
2.220,0.7053
2.230,0.9708
2.240,1.1413
2.250,1.2000
2.260,1.1413
2.270,0.9708
2.280,0.7053
2.290,0.3708
2.300,0.0000
2.310,-0.3708
2.320,-0.7053
2.330,-0.9708
2.340,-1.1413
2.350,-1.2000
2.360,-1.1413
2.370,-0.9708
2.380,-0.7053
2.390,-0.3708
2.400,0.0000
2.410,0.3708
2.420,0.7053
2.430,0.9708
2.440,1.1413
2.450,1.2000
2.460,1.1413
2.470,0.9708
2.480,0.7053
2.490,0.3708
2.500,0.0000
2.510,-0.3708
2.520,-0.7053
2.530,-0.9708
2.540,-1.1413
2.550,-1.2000
2.560,-1.1413
